,label,text,label_none,label_soft,label_tech,label_code
1366,none,"Standort Bosch Gruppe Blaichach, Deutschland",1,0,0,0
1367,tech,Kenntnisse der zerstörungsfreien Werkstoffprüfung und Schweißverfahrensprüfungen,0,0,1,2
1368,soft,Engagement und dienstleistungsorientiertes Denken und Handeln sind für Sie selbstverständlich.,0,1,0,1
1369,none,Vertrauen und Respekt prägen die Zusammenarbeit im Team und mit den Mandanten. Eine gründliche Einarbeitung und kollegiale Unterstützung sind die Basis für Ihre berufliche Weiterentwicklung. Ihre Fragen beantwortet gern unser Abteilungsleiter Markus Jansen unter der Telefonnummer 0221 921231-5840. Jetzt bewerben! Wir freuen uns auf Ihre vollständige Bewerbung unter Angabe der Gehaltsvorstellung und des frühestmöglichen Eintrittstermins. ADS Allgemeine Deutsche Steuerberatungsgesellschaft mbH New-York-Ring 6 · 22297 Hamburg · www.ads-steuer.de,1,0,0,0
1370,soft,"Ausgeprägtes Kommunikations- und Organisationstalent, schnelle Auffassungsgabe und gute Vorstellungskraft.",0,1,0,1
1371,tech,Breites allgemeinmedizinisches Wissen,0,0,1,2
1372,soft,Reisebereitschaft in der gewählten Region und gelegentlich innerhalb Deutschlands.,0,1,0,1
1373,none,Ein dynamisches und expandierendes Team,1,0,0,0
1374,none,Unternehmen Management + HistorieASAP IdentityEngagementAuszeichnungenPresseLeistungsfelder ElektronikentwicklungSoftware EngineeringTest und IntegrationVirtuelle AbsicherungPrüfsystemeBordnetzentwicklungCAD EngineeringErprobungFahrzeugbauQualitätsmanagementEngineering ServiceCommunication ServiceTechnical ServiceMegatrends ElektromobilitätAutonomes FahrenConnected CarKarriere StartseiteASAP als ArbeitgeberKarriere bei ASAPBerufserfahreneBerufseinsteigerStudentenStellenangeboteFAQKontakt,1,0,0,0
1375,tech,Sicherer Umgang mit dem PC.,0,0,1,2
1376,soft,Präsentationssicherheit,0,1,0,1
1377,soft,Fließende Deutsch- und Englischkenntnisse,0,1,0,1
1378,tech,Befähigung zu selbständiger wissenschaftlicher Arbeit,0,0,1,2
1379,tech,"Kenntnisse der PC-Standardsoftware, SAP-Kenntnisse wünschenswert",0,0,1,2
1380,tech,Von Vorteil wären Kenntnisse in der Arbeit mit Atomic Design.,0,0,1,2
1381,tech,Sie verfügen über sehr gute Kenntnisse in den Bereichen Controlling und Finanzen sowie den dafür notwendigen IT-Systemen.,0,0,1,2
1382,none,Softwareentwickler .NET C# (m/w) | Bremen,1,0,0,0
1383,soft,Sicheres Auftreten und Teamgeist.,0,1,0,1
1384,soft,Interkulturelle Kompetenz und kundenorientiertes Auftreten.,0,1,0,1
1385,soft,Sie bewegen sich souverän im internationalen Konzernumfeld.,0,1,0,1
1386,none,( Kennziffer 2016-09).,1,0,0,0
1387,tech,"Gute Kenntnisse im Umgang mit wohnungswirtschaftlicher Software (SAP), MS Office (Excel, Word, Outlook) und dem Internet",0,0,1,2
1388,soft,Hohe Eigenmotivation und Menschenkenntnis.,0,1,0,1
1389,soft,"Kommunikationsstärke, Überzeugungskraft, Verhandlungsgeschick, sehr gute Präsentationsfähigkeiten und Eigenmotivation.",0,1,0,1
1390,tech,"wünschenswert Programmierkenntnisse (Makro, VBA, ...)",0,0,1,2
1391,none,Startseite Unternehmen finden Ausbildung Nebenjob Aschaffenburg Bad Kissingen Haßberge Kitzingen Main-Spessart Miltenberg Rhön-Grabfeld Schweinfurt Würzburg Für Bewerber Anmelden Berufe Lebenslauf Suchagent Für Arbeitgeber Anmelden Übersicht Produkte Preisgestaltung,1,0,0,0
1392,soft,Sie haben ein freundliches Auftreten und eine gute Ausdrucksweise am Telefon sowie im direkten Kontakt mit Mandanten,0,1,0,1
1393,tech,Ausgeprägtes technisches Verständnis auf hohem Abstraktionsniveau.,0,0,1,2
1394,none,Themenportal ZfA,1,0,0,0
1395,soft,Teamgeist und Hands-on-Mentalität,0,1,0,1
1396,none,"Mit konsequenter Ertragsorientierung investieren wir in die Zukunft. Helfen Sie durch Ihr Engagement mit, den langfristigen Erfolg des Unternehmens Bosch zu sichern.",1,0,0,0
1397,soft,Soziales Verständnis und Einfühlungsvermögen,0,1,0,1
1398,none,"Standort Lufthansa AirPlus Servicekarten GmbH Neu-Isenburg, Deutschland",1,0,0,0
1399,soft,Durchsetzungsvermögen sowie Kommunikations- und Teamfähigkeit.,0,1,0,1
1400,tech,Kenntnisse in AutoCAD und MS-Office wären von Vorteil,0,0,1,2
1401,none,"Standort NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH Wilhelmsplatz 11, 70182 Stuttgart, Deutschland",1,0,0,0
1402,none,USP-Medien Media & Buffer DSP,1,0,0,0
1403,tech,PC-Anwenderkenntnisse (Office Anwendungen).,0,0,1,2
1404,none,Www.ameos.eu.,1,0,0,0
1405,soft,"Eine teamfähige, selbstständig arbeitende und selbstbewusste Persönlichkeit mit Eigenverantwortung und Flexibilität",0,1,0,1
1406,none,"Per Telefon, Social Media und Videotelefonie sind unsere Pharmareferenten im Namen renommierter Kunden erfolgreich.",1,0,0,0
1407,soft,"Belastbarkeit, Flexibilität und die Bereitschaft, in einem neuen Geschäftsfeld ständig Neues zu lernen und zu gestalten.",0,1,0,1
1408,soft,"Ausgeprägte Kundenorientierung, Kommunikationsstärke, souveränes Auftreten.",0,1,0,1
1409,none,Für das Dienstverhältnis gelten die Bestimmungen für Beamte/innen des Bundes analog.,1,0,0,0
1410,soft,"Sehr ausgeprägte Kommunikations-, Moderations- und Präsentationsfähigkeiten",0,1,0,1
1411,soft,Sehr gute schriftliche Ausdrucksweise,0,1,0,1
1412,none,Ihr Verantwortungsbereich:,1,0,0,0
1413,soft,Kommunikationsstark auf allen Hierarchieebenen,0,1,0,1
1414,tech,Kenntnisse in iOS und Windows Phone.,0,0,1,2
1415,tech,gern Verantwortung übernehmen,0,0,1,2
1416,none,"Wir haben Spaß am Arbeiten sowie gemeinsamen Erfolgen und uns ist Wertschätzung im täglichen Miteinander sehr wichtig. Geht es Ihnen genauso? Dann freuen wir uns über Ihre aussagefähigen Bewerbungsunterlagen mit Angabe Ihres Gehaltswunsches und des frühesten Eintrittstermins und unter Bezug auf das Stellenportal per E-Mail an bewerbung-apodata@apodata.de oder alternativ an APO Data-Service GmbH, Personalbetreuung, Christian Marx, Am Seestern 8, 40547 Düsseldorf.",1,0,0,0
1417,soft,Analytische & interdisziplinäre Denkweise,0,1,0,1
1418,soft,Strukturelles und konzeptionelles Vorgehen.,0,1,0,1
1419,tech,Kunden- und Marktorientierung,0,0,1,2
1420,tech,"Kenntnisse in ABAP (ABAP OO, Web Dynpro) und Debugging vorteilhaft",0,0,1,2
1421,soft,Gute Deutsch- und sehr gute Englischkenntnisse in Wort und Schrift.,0,1,0,1
1422,none,English Kontakt Sitemap Anbieter Rechtliche Hinweise Cookies Datenschutz,1,0,0,0
1423,soft,Verantwortungsbewusstsein im pflegerischen und betreuten Handeln,0,1,0,1
1424,tech,"Der sichere Umgang mit MS-Office Anwendungen (Excel, Word, Outlook), sowie Microsoft Dynamics NAV ist wünschenswert, den Besitz des Führerscheins der Klasse B setzen wir voraus.",0,0,1,2
1425,soft,Sie sind bekannt für Ihre eigenständige und strukturierte Arbeitsweise.,0,1,0,1
1426,none,Beruf,1,0,0,0
1427,soft,Gute Englischkenntnisse sind unabdingbar.,0,1,0,1
1428,none,Dann freuen wir uns auf Ihre Online-Bewerbung!,1,0,0,0
1429,soft,Ein hohes Maß an Flexibilität und Integrationsbereitschaft,0,1,0,1
1430,tech,Wünschenswert sind zudem gute Kenntnisse in DATEV,0,0,1,2
1431,soft,"Engagement, Selbstmotivation und Kommunikationsstärke",0,1,0,1
1432,soft,Ihr Englisch beherrschen Sie in Wort und Schrift sehr gut.,0,1,0,1
1433,none,Suchen Sie eine neue Herausforderung?,1,0,0,0
1434,soft,"Sie sind engagiert und motiviert, arbeiten selbständig und zuverlässig und zeichnen sich durch ein team- und kundenorientiertes Denken und Handeln aus.",0,1,0,1
1435,none,Gerne steht Ihnen unsere Personalberaterin Barbara Wörz im Vorfeld telefonisch zur Verfügung.,1,0,0,0
1436,none,Leiter Property Management (m/w),1,0,0,0
1437,none,"Energiewirtschaftliche Anwendungsberater IS-U (w/m) Nymphenburger Straße 39, 80335 München, Deutschland 15.12.15",1,0,0,0
1438,soft,"Veränderungsbereitschaft, Kommunikationsstärke und Teamorientierung.",0,1,0,1
1439,soft,Aufgeschlossene Persönlichkeit sowie Freude an Kundenkontakt und -ansprache.,0,1,0,1
1440,soft,Fließende Deutsch- und sehr gute Englischkenntnisse in Wort und Schrift,0,1,0,1
1441,soft,"Neben Ihrer Fachkompetenz rundet Ihre strukturierte, selbstständige Arbeitsweise, Zuverlässigkeit, Teamfähigkeit und eine hohe Dienstleistungsorientierung Ihr Profil ab",0,1,0,1
1442,none,Interesse geweckt? Wir freuen uns auf deine Bewerbung: Schwarz Dienstleistung KG Abteilung Recruiting & Personalmarketing Referenz-Nr. 4082 Stiftsbergstraße 1 · 74172 Neckarsulm E-Mail: recruiting@mail.schwarz www.jobs.schwarz,1,0,0,0
1443,none,Wir suchen für unseren Standort in Extertal einen.,1,0,0,0
1444,soft,Sehr gute Englischkenntnisse sowie eine ausgeprägte Bereitschaft zur Teamarbeit,0,1,0,1
1445,tech,"Routinierter Umgang mit dem PC, insbesondere mit den MS-Office-Anwendungen.",0,0,1,2
1446,none,"Interessiert? Bewirb Dich online auf die Ausschreibungsnummer 7714. Deine vollständige Bewerbung enthält: Anschreiben, Lebenslauf, Notenübersichten (Abitur und Studium), Praktikumszeugnisse sowie eine Angabe zum gewünschten Zeitraum. Handelt es sich um ein Pflichtpraktikum, dann ergänze Deine Unterlagen bitte durch den entsprechenden Nachweis. Deine persönlichen Daten behandeln wir vertraulich: www.deutschebahn.com/datenschutz-personal Bewerben und mehr erfahren: www.deutschebahn.com/karriere",1,0,0,0
1447,soft,Reisebereitschaft weltweit.,0,1,0,1
1448,soft,hohe Eigeninitiative und ein freundliches Auftreten,0,1,0,1
1449,soft,Ziel und Ergebnisorientierung.,0,1,0,1
1450,soft,"Selbstständige Arbeitsweise, hohe Einsatzbereitschaft und Zuverlässigkeit, Verantwortungsbewusstsein.",0,1,0,1
1451,tech,"Kenntnisse in digitalen Lichtsteuersystemen und -protokollen (z. B. DMX, DALI) sind wünschenswert",0,0,1,2
1452,tech,"Kenntnisse in A3, Hoshin Kanri, PDCA, Visual Management, Standard Work.",0,0,1,2
1453,none,Themenportale,1,0,0,0
1454,none,"Standort Modis GmbH Saarbrücken, Deutschland",1,0,0,0
1455,soft,"Unternehmerisches, analytisches Denkvermögen verbunden mit ausgeprägtem Organisationstalent und Durchsetzungsvermögen.",0,1,0,1
1456,tech,"Sie sind in der Lage Ihren Berufsalltag, einschließlich der Erledigung aller anfallenden Bürotätigkeiten, eigenständig zu organisieren",0,0,1,2
1457,none,"Die Stelle ist unbefristet und teilzeit geeignet. Die wöchentliche Arbeitszeit beträgt 38,5 Stunden.",1,0,0,0
1458,none,Regelungstechniker zur DDC-Programmierung (w/m),1,0,0,0
1459,none,"Standort Trenkwalder Group Troisdorf, Deutschland",1,0,0,0
1460,soft,Offene Kommunikation und Teamgeist.,0,1,0,1
1461,tech,Tiefes technisches Verständnis für Produktionsprozesse und -abläufe.,0,0,1,2
1462,none,Zur Ergebnisliste,1,0,0,0
1463,soft,"Flexibilität und Mobilität, sowohl in Dägeling als auch in Hohenlockstedt zu arbeiten.",0,1,0,1
1464,tech,Fundiertes Know-how in SAP Core Banking Lösungen,0,0,1,2
1465,none,Folgen Sie uns! .navmain { width: 1060px !important; },1,0,0,0
1466,soft,Manuelles Geschick,0,1,0,1
1467,soft,Bereitschaft zum Erlernen weiterer Anwendungssoftware.,0,1,0,1
1468,tech,Fertigkeiten zur Sicherstellung hoher Prozesssicherheit und gute Kenntnis der einschlägigen QM-Normen,0,0,1,2
1469,tech,Kenntnisse im Bereich der Dosimetrie und Erfahrungen mit Monte-Carlo-Strahlungstransportrechnungen sind vorteilhaft,0,0,1,2
1470,soft,eigenständige Arbeitsweise,0,1,0,1
1471,none,Startseite Unternehmen finden Ausbildung Nebenjob Aschaffenburg Bad Kissingen Haßberge Kitzingen Main-Spessart Miltenberg Rhön-Grabfeld Schweinfurt Würzburg Für Bewerber Anmelden Berufe Lebenslauf Suchagent Für Arbeitgeber Anmelden Übersicht Produkte Preisgestaltung,1,0,0,0
1472,soft,Initiative und Kontaktstärke,0,1,0,1
1473,soft,Selbstständige Arbeitsweise und hohe Belastbarkeit,0,1,0,1
1474,tech,Sehr gute Kenntnisse im Bereich Linux und Microsoft Windows Betriebssysteme.,0,0,1,2
1475,none,"Unsere Schwerpunkte liegen in den Bereichen Gynäkologie und Kinderwunsch. Hierzu vertreiben wir mehrere Produkte aus dem Rx-, OTC- und Medizinproduktebereich.",1,0,0,0
1476,tech,Gute Kenntnisse in der objektorientierten Programmierung.,0,0,1,2
1477,tech,"Ausgeprägte Expertise in SEA, SEO und E-Mail-Marketing",0,0,1,2
1478,tech,Beherrschung der MS Office-Programme,0,0,1,2
1479,none,JobMail in Ihrer Ergebnisliste aktivieren.,1,0,0,0
1480,tech,"Fundierte Kenntnisse im Arbeits-, Steuer- und Sozialversicherungsrecht",0,0,1,2
1481,none,Copyright StepStone GmbH 1996 - 2018,1,0,0,0
1482,none,Ihr Engagement.,1,0,0,0
1483,soft,Kritik- und Konfliktfähigkeit,0,1,0,1
1484,soft,"Du arbeitest eigenverantwortlich und zuverlässig, verstehst dich aber ebenso als hilfsbereiter und offener Teamplayer, der hands-on mitarbeitet.",0,1,0,1
1485,tech,IT-Background wie z.B. Kenntnisse in HTML/CSS/JavaScript/JQuery von Vorteil.,0,0,1,2
1486,soft,Kunden- und Service-Orientierung.,0,1,0,1
1487,none,"Lüftungsmonteur (m/w) Sofort, Bundesland: Berlin, Ort: Berlin",1,0,0,0
1488,none,Die BGP-Gruppe ist ein integrierter Bestandhalter und Manager eines deutschlandweiten Wohnimmobilienportfolios mit ca.,1,0,0,0
1489,none,Impressum Datenschutzerklärung Hilfe Kontakt © 2017 - SYNLAB Holding Deutschland GmbH,1,0,0,0
1490,soft,Sie zeichnen sich durch eine strukturierte und lösungsorientierte Arbeitsweise aus und besitzen ein hohes Maß an Leistungsbereitschaft.,0,1,0,1
1491,soft,Gute Englisch-Kenntnisse.,0,1,0,1
1492,tech,Kenntnisse mit MS Azure sind ein Vorteil.,0,0,1,2
1493,tech,Sehr gute Kenntnisse in den gängigen MS Office-Programmen,0,0,1,2
1494,none,Weitere Informationen finden Sie auf unserer Internetseite www.huennebeck.de. Ihre Fragen beantwortet unser Team gerne unter Tel. 02102 937-544. Wir freuen uns auf Ihre Bewerbung unter Angabe Ihrer Gehaltsvorstellung und Ihres frühestmöglichen Eintrittstermins an karriere@huennebeck.com. Hünnebeck Deutschland GmbH Personalabteilung Rehhecke 80 40885 Ratingen Telefon: 02102 937-544,1,0,0,0
1495,none,Bewerben Sie sich unter folgenden Link:  Jetzt bewerben!,1,0,0,0
1496,soft,Hervorragende analytische und konzeptionelle Fähigkeiten.,0,1,0,1
1497,tech,Teamfähigkeit sowie gute Englisch- und MS-Office-Kenntnisse.,0,0,1,2
1498,none,"We are your partner Over 3,000 customers already use our expertise to their advantage.",1,0,0,0
1499,soft,"Kontakt- und Kommunikationsstärke (mündlich/schriftlich) verbunden mit einem fokussierten, team- und lösungsorientierten sowie sehr selbstständigen Arbeitsstil.",0,1,0,1
1500,tech,"Routinierter Umgang mit dem MS-Office Paket, insb. Excel",0,0,1,2
1501,soft,Ausgeprägte Führungskompetenz,0,1,0,1
1502,soft,Ausgeprägte Teamorientierung und kommunikative Fähigkeiten.,0,1,0,1
1503,soft,Analytisches Denken und eine hohe Ziel- und Erfolgsorientierung.,0,1,0,1
1504,soft,souveränes Auftreten und ausgezeichnete rhetorische Kompetenzen sind erwünscht,0,1,0,1
1505,none,"Kontakt Unser Angebot klingt wie für Sie gemacht? Dann freuen wir uns auf Ihre Bewerbung - gerne online unter der Kennziffer STE27-08881-WI bei Frau Diana Kabus. Denn was für unsere Kunden gilt, gilt für Sie schon lange: Wir entwickeln Sie weiter. FERCHAU Engineering GmbH Niederlassung Wiesbaden 65201 Wiesbaden Frau Diana Kabus +49 611 23887-0 +49 611 23887-199 wiesbaden@ferchau.com",1,0,0,0
1506,none,Die Stelle ist bedingt teilzeitgeeignet.,1,0,0,0
1507,soft,Zielorientiertes und motiviertes Handeln runden Ihr Profil ab.,0,1,0,1
1508,soft,Eine ganzheitliche und schmerzfreie Behandlung unserer Patienten liegt Ihnen am Herzen.,0,1,0,1
1509,tech,"Praktische Kenntnisse in mess-, steuerungs- und regelungstechnischen Gebäudeausrüstungen einschließlich deren Optimierung sowie Fachwissen im gesamten Spektrum der Versorgungstechnik, Heizungs-, Klima- und Lüftungstechnik",0,0,1,2
1510,soft,"Sehr gute Englischkenntnisse, in Wort und Schrift",0,1,0,1
1511,tech,Gutes Oberflächenverständnis,0,0,1,2
1512,soft,"Ein Vorbild für unsere Mitarbeiter, welches durch Begeisterung und „Hands-on-Mentalität“ überzeugt.",0,1,0,1
1513,tech,Verkaufstalent und nachweisliche Erfolge in der Kundenbetreuung und Anlagebetreuung einer Bank oder Vermögensberatung.,0,0,1,2
1514,tech,"Auf Gesprächspartner unterschiedlicher Ebenen können Sie sich gut einstellen, um sie fundiert zu beraten und Lösungen, Produkte und Rahmenverträge zu verkaufen.",0,0,1,2
1515,tech,"Sie haben zudem Kenntnisse von Build- (z.B. Jenkins), Workflow- und Automatisierungs-Tools",0,0,1,2
1516,soft,"Sie sind engagiert, teamfähig und arbeiten gerne eigenverantwortlich und selbständig",0,1,0,1
1517,tech,Gute Kontakte zu Planern und Herstellern sind von Vorteil,0,0,1,2
1518,soft,"Kreativität, Flexibilität und Eigeninitiative",0,1,0,1
1519,tech,Abseiltraining,0,0,1,2
1520,none,Stellenangebot 2 von 2,1,0,0,0
1521,tech,Sichere Umgang mit Microsoft Office.,0,0,1,2
1522,none,"Wir sind eine internationale Unternehmensgruppe mit über 20.000 Mitarbeitern in Deutschland, Österreich, England, der Tschechischen Republik und den USA. Wann dürfen wir Sie begrüßen?",1,0,0,0
1523,soft,"Zuverlässigkeit und gut strukturierte, selbständige Arbeitsweise.",0,1,0,1
1524,none,Dein Ansprechpartner Timm Funke freut sich auf deine Bewerbung an: bewerbung@mindsquare.de mindsquare GmbH - Otto-Brenner-Straße 207 - 33604 Bielefeld - Telefon: 0521-560-645-0 JETZT BEWERBEN! WEITERE INFOS?,1,0,0,0
1525,tech,Gute Programmierkenntnisse in C.,0,0,1,2
1526,soft,Hands on Mentalität verbunden mit einer großen Einsatzbereitschaft und Flexibilität.,0,1,0,1
1527,none,"Deutschlands beste Jobbörse für Naturwissenschaftler, Mediziner & Ingenieure",1,0,0,0
1528,none,Direktvermittlung,1,0,0,0
1529,tech,"Kenntnisse in der Steuergeräte Diagnose (KWP2000, UDS, CAN) sowie in der Anwendung einschlägiger Analysetools von Vorteil.",0,0,1,2
1530,none,Häufig gestellte Fragen Für Arbeitgeber Für Bewerber Netzwerk,1,0,0,0
1531,tech,"Impulsgeber für Trends, Innovationen und digitale Produkte bzw. Services",0,0,1,2
1532,none,StepStone Brands,1,0,0,0
1533,soft,"Belastbarkeit, Flexibilität, sicheres Auftreten, systematische Arbeitsmethodik, hoher Qualitätsanspruch sowie  vorausschauendes betriebswirtschaftliches Denken und Handeln sowie Sprachkenntnisse (Englisch) runden  Ihr Profil ab.",0,1,0,1
1534,soft,Kommunikations- und Durchsetzungsstärke.,0,1,0,1
1535,soft,Interesse an einer Mitarbeit in einem multiprofessionellen Team,0,1,0,1
1536,tech,"Sie besitzen Kenntnisse über die betriebswirtschaftlichen Zusammenhänge der Anwendung und deren Auswirkungen auf die Berechtigungsgestaltung und sind in der Lage, diese zu bewerten.",0,0,1,2
1537,tech,Idealerweise haben Sie fundierte Kenntnisse in der Entwicklung von .NET-Anwendungen oder im Umfeld von Microsoft SharePoint.,0,0,1,2
1538,tech,sicherer Umgang mit MS-Office-Programmen,0,0,1,2
1539,tech,Ausgeprägte MS-Office-Kenntnisse.,0,0,1,2
1540,tech,"Gute Kenntnisse in der konstruktiven Auslegung von Sitzen, ideal mittels CATIA.",0,0,1,2
1541,none,IT-Architect Vernetzte Dienste (m/w),1,0,0,0
1542,soft,Sie haben sehr gute Deutsch- und Englischkenntnisse.,0,1,0,1
1543,tech,Idealerweise verfügen Sie über Methodenwissen im Bereich Design Patterns und haben ein gutes mathematisches und technisches Verständnis.,0,0,1,2
1544,soft,Ergebnisanalyse und -kommentierung.,0,1,0,1
1545,none,www.delasocial.com,1,0,0,0
1546,soft,Hohes Maß an Durchsetzungsvermögen.,0,1,0,1
1547,none,"Kontakt Sie sehen Ihre Zukunft in spannenden Projekten? Dann freuen wir uns auf Ihre Bewerbung - gerne online unter der Kennziffer STE68-10803-KO bei Herrn Tobias Graeff. Denn was für unsere Kunden gilt, gilt für Sie schon lange: Wir entwickeln Sie weiter. FERCHAU Engineering GmbH Niederlassung Koblenz 56072 Koblenz Herr Tobias Graeff +49 261 2967254-12 +49 261 2967254-99 koblenz@ferchau.com",1,0,0,0
1548,soft,"Eigeninitiative, Durchsetzungsvermögen und Teamfähigkeit.",0,1,0,1
1549,none,Stellenanzeige aufgeben Für Arbeitgeber DE EN Login Für Arbeitgeber Login Lebenslauf anlegen,1,0,0,0
1550,soft,Außerdem besitzen Sie eine Begeisterung für den qualifizierten Kundensupport sowie ein hohes Maß an Serviceorientierung,0,1,0,1
1551,soft,Erforderliche Fahrzeuge: PKW,0,1,0,1
1552,soft,Eine hohes Maß an Serviceorientierung ist für Sie selbstverständlich,0,1,0,1
1553,soft,Fließend Deutsch und Englisch,0,1,0,1
1554,none,HomeIhre Karriere bei LeasePlanStellenangeboteSachbearbeiter/in Kundenbetreuung Nord,1,0,0,0
1555,tech,Gute medizinische Fachkenntnisse,0,0,1,2
1556,none,Dann freuen wir uns auf Ihre Bewerbung.,1,0,0,0
1557,tech,Interkulturelles Verständnis.,0,0,1,2
1558,none,Unsere Geschäftsbereiche Engineering & Manufacturing Finance & Accounting Financial Services Healthcare & Life Sciences Human Resources Information Technology Interim Procurement & Supply Chain Property & Construction Sales & Marketing,1,0,0,0
1559,soft,Ausgeprägte Service- und Dienstleistungsorientierung,0,1,0,1
1560,none,"Standort Vibracoustic GmbH & Co. KG Hörstener Str. 45, 21079 Hamburg, Deutschland",1,0,0,0
1561,tech,Werkstoffkenntnisse der Kunststoffe und deren Verarbeitung.,0,0,1,2
1562,tech,Fundierte Kenntnisse im Umgang mit Microsoft Office-Produkten.,0,0,1,2
1563,tech,Grundpflege (Erweiterte Kenntnisse),0,0,1,2
1564,none,Neuigkeiten & Studien Unsere Studien Pressemitteilungen Unsere Veranstaltungen,1,0,0,0
1565,none,Noch nicht registriert? Neu registrieren.,1,0,0,0
1566,none,"Wenn Sie für Ihre effiziente und umsichtige Arbeitsweise bekannt sind sowie durch ein hohes Maß an Einsatzbereitschaft überzeugen, freuen wir uns auf Ihre aussagekräftige Bewerbung. Bitte nutzen dafür unter Angabe Ihres frühestmöglichen Eintrittstermins sowie Ihrer Gehaltsvorstellung das Online Karriere Board der Grün Berlin Gruppe. Grün Berlin Gruppe Jennifer Groeschel Columbiadamm 10, Turm 7 12101 Berlin",1,0,0,0
1567,tech,8D.,0,0,1,2
1568,soft,Flexibilität und eigenverantwortliches Handeln zeichnen Sie aus.,0,1,0,1
1569,none,"Schwerbehinderte Bewerberinnen / Bewerber und Gleichgestellte i.S. des § 2 Abs. 3 SGB IX werden bei gleicher Eignung bevorzugt berücksichtigt. Die ausgeschriebene Stelle ist grundsätzlich auch für Teilzeitbeschäftigte geeignet. Bitte senden Sie Ihre aussagekräftigen Bewerbungsunterlagen innerhalb von 2 Wochen nach Erscheinen dieser Anzeige auf unserer Homepage unter Hinweis auf die Ausschreibungsnummer 2679 an das Universitätsklinikum Essen, Personaldezernat, Hufelandstraße 55, 45147 Essen. Wir verwenden Ihre Daten ausschließlich zu Bewerbungszwecken gemäß der jeweils geltenden Regelungen zum Datenschutz. Weitere Hinweise finden Sie in der Datenschutzerklärung auf unserer Homepage unter: www.uk-essen.de.",1,0,0,0
1570,none,Unsere Klinik für Intensivmedizin heißt Sie für die interdisziplinäre Intensivstation 1D und die kardiovaskuläre Intensivstation H4B herzlich willkommen als.,1,0,0,0
1571,none,Instagram,1,0,0,0
1572,none,MyQSC VoIP-Portal QSC-Cloud-Portal MyQDSLhome Störungsmeldung MYIPX Partnerportale Schließen,1,0,0,0
1573,tech,Mitarbeit bei der Entwicklung von innovativen Produkten und Technologien und dadurch Mitgestaltung der Zukunft des Nutzfahrzeuggeschäfts.,0,0,1,2
1574,tech,Ausgeprägte analytische und konzeptionelle Fähigkeiten,0,0,1,2
1575,tech,Grundsätzliches Projektverständnis zur baulichen Projektumsetzung,0,0,1,2
1576,tech,Fachliche Zusatzausbildungen,0,0,1,2
1577,none,"Ihr nächster Schritt – Ihre Bewerbung: Ergreifen Sie Ihre Chance und bewerben Sie sich online über unser Bewerbungsportal. Ihr Recruiter: Petra Moster, Kennziffer: 5763 Eberspächer Controls Landau GmbH & Co. KG Max-Planck-Straße 3 76829 Landau",1,0,0,0
1578,tech,"Fundierte Kenntnisse in HTML5, CSS3 und objektorientierte JavaScript Programmierung",0,0,1,2
1579,soft,"Bereitschaft, sich in weitere EDV-Systeme einzuarbeiten (TEAM, EKS).",0,1,0,1
1580,none,"Standort DIS AG Geschäftsbereich Finance Hannover, Deutschland",1,0,0,0
1581,none,"Provide information to management by assembling and summarizing data, making presentations of findings, analyses, and recommendations",1,0,0,0
1582,tech,"Sehr gute Kenntnisse in der Softwareentwicklung mit C++, boost und im Bereich der digitalen Signalverarbeitung.",0,0,1,2
1583,soft,strukturierte und eigenverantwortliche Arbeitsweise,0,1,0,1
1584,soft,Teamfähigkeit und eine eigenständige Arbeitsweise runden Ihr Profil ab.,0,1,0,1
1585,soft,Verhandlungssichere Deutsch- und fließende Englischkenntnisse in Wort und Schrift.,0,1,0,1
1586,none,Pöyry Deutschland GmbH Darasouk Phaxay Heinrich-von-Stephan-Straße 3-5 68161 68161 recruiting.de@poyry.com http://www.poyry.de/,1,0,0,0
1587,soft,Reisebereitschaft (Reiseanteil ca. 40 %),0,1,0,1
1588,soft,"Sie sind offen, kommunikationsstark und teamorientiert.",0,1,0,1
1589,soft,"Es zeichnet Sie ein unternehmerisches Denken, eine Hands-On-Mentalität, Kontaktfreudigkeit, hohe Selbständigkeit und Resultatsorientierung aus.",0,1,0,1
1590,soft,"Ihr Profil wird durch ein hohes Maß an Verantwortungsbewusstsein, eine hohe Kommunikationsstärke sowie Durchsetzungsvermögen abgerundet.",0,1,0,1
1591,soft,Hohe analytische Fähigkeiten.,0,1,0,1
1592,tech,Kenntnisse im Bereich der Datenanalyse.,0,0,1,2
1593,tech,XenApp XenDesktop Netscaler Mobility wünschenswert.,0,0,1,2
1594,none,Wir suchen im Raum Nürnberg einen / eine.,1,0,0,0
1595,soft,Sehr stark ausgeprägte analytische und organisatorische Fähigkeiten sowie Problemlösungskompetenz,0,1,0,1
1596,tech,Gute SAP-Anwenderkenntnisse.,0,0,1,2
1597,tech,"Sie verfügen über fundierte Kenntnisse in relationalen Datenbanken sowie in MS-Office Produkten, insbesondere Excel und Access.",0,0,1,2
1598,none,Privacy & cookie policiesCompany detailsSite map a.socialmedia__xing svg { background : #006567 },1,0,0,0
1599,soft,"Kommunikationsstärke, ausgeprägte Teamfähigkeit, hohes Maß an Eigenständigkeit und Eigeninitiative sowie Durchsetzungsvermögen.",0,1,0,1
